Description,Location,Name,Price,CreatedAt,UpdatedAt,Status,Category,Views,HouseType,LatLng_Lat,LatLng_Lng,Gender
"TODAS AS CONTAS INCLUSAS -Suite individual (banheiro dentro do quarto) ampla e confortável, recém pintada, cama  solteiro, guarda roupas, escrivaninha, wi-fi 220 Mega, ponto de NET no quarto (tv à cabo, só trazer sua tv), todas as contas inclusas, a casa possui mais de 400m2, de alto padrão, 03 jardins, 02 quintais, solarium, edícola, cozinha totalmente equipada, copa, sala de jantar, lavanderia, sala de estar, sala de jantar, sala de tv e dvd (com NET e NOW), faxineira de 15 em 15 dias nas áreas comuns da casa e no quarto dos moradores, se desejar. A casa fica em bairro tranquilo, segurança na rua 24hs, próximo a bancos, farmácia, feira livre aos sábados a 100m da casa, restaurantes, supermercados, shoppings (Eldorado, Butantã, Jk Iguatemi e Villa Lobos), próxima a USP (Universidade de São Paulo), próxima aos parques Villa Lobos, Parque do Povo, e de fácil acesso ao transporte público e principais avenidas, a 150m da avenida Francisco Morato e Eliseu de Almeida, e ao seu corredor de ônibus 24hs (aprox. 18 minutos para avenida Paulista), a 15 minutos a pé para o metrô Butantã (linha amarela) e CPTM Estação Rebouças e 16 minutos a pé do metro São Paulo Morumbi (linha amarela) Venha fazer uma visita! Ambiente multicultural e de pessoas com responsabilidade. 
DISPONÍVEL PARA MUDANÇA IMEDIATA
R$ 950,00 mensais – TODAS AS CONTAS INCLUSAS!!!
","Rua João Batista de Sousa Filho - Caxingui, São Paulo - SP, Brasil",Suite Ampla individual e Confortável Butantã ,1200,2021-01-11 16:33:00.1866239,2021-01-11 16:41:27.9273074,Published,0,781,0,-23.5809338,-46.7156585,0
"TODAS AS CONTAS INCLUSAS -Suite individual (banheiro dentro do quarto) ampla e confortável, recém pintada, cama  solteiro, guarda roupas, escrivaninha, wi-fi 220 Mega, ponto de NET no quarto (tv à cabo, só trazer sua tv), todas as contas inclusas, a casa possui mais de 400m2, de alto padrão, 03 jardins, 02 quintais, solarium, edícola, cozinha totalmente equipada, copa, sala de jantar, lavanderia, sala de estar, sala de jantar, sala de tv e dvd (com NET e NOW), faxineira de 15 em 15 dias nas áreas comuns da casa e no quarto dos moradores, se desejar. A casa fica em bairro tranquilo, segurança na rua 24hs, próximo a bancos, farmácia, feira livre aos sábados a 100m da casa, restaurantes, supermercados, shoppings (Eldorado, Butantã, Jk Iguatemi e Villa Lobos), próxima a USP (Universidade de São Paulo), próxima aos parques Villa Lobos, Parque do Povo, e de fácil acesso ao transporte público e principais avenidas, a 150m da avenida Francisco Morato e Eliseu de Almeida, e ao seu corredor de ônibus 24hs (aprox. 18 minutos para avenida Paulista), a 15 minutos a pé para o metrô Butantã (linha amarela) e CPTM Estação Rebouças e 16 minutos a pé do metro São Paulo Morumbi (linha amarela) Venha fazer uma visita! Ambiente multicultural e de pessoas com responsabilidade. 
DISPONÍVEL PARA MUDANÇA IMEDIATA
R$ 950,00 mensais – TODAS AS CONTAS INCLUSAS!!!
","Rua João Batista de Sousa Filho - Caxingui, São Paulo - SP, Brasil",Suite Ampla individual e Confortável Butantã ,950,2021-01-11 16:42:36.8989949,2021-01-11 16:47:05.5100102,Published,0,802,0,-23.5809338,-46.7156585,0
,,,0,2021-01-11 22:06:53.9019943,,Inactive,0,1,0,nan,nan,0
,,,0,2021-01-12 01:53:49.1354822,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-12 04:51:41.9827570,,Inactive,0,0,1,nan,nan,0
,,,0,2021-01-12 04:56:16.4829079,,Inactive,0,0,1,nan,nan,0
"Quarto disponível para Fevereiro. Buscamos alguém para dividir o apartamento. Prezamos a limpeza e conservação do local. Sem regras malucas, pode usar todas as partes da casa. Somos 3 pessoas no apartamento, um casal e uma menina. Uma quadra da praia e 8 min do metrô cantagalo. ","Rua Bolívar - Copacabana, Rio de Janeiro - RJ, Brasil",Quarto ótima localização ,1200,2021-01-12 05:19:27.9720909,,Inactive,1,0,1,-22.9758242,-43.1906837,1
,,,0,2021-01-12 08:23:08.9828159,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-12 08:36:26.4938903,,Inactive,0,0,1,nan,nan,0
,,,0,2021-01-12 10:51:03.2997978,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-12 11:14:46.0963840,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-12 11:42:37.5967816,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-12 11:58:03.1831001,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-12 16:44:45.5885909,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-12 18:38:54.0532001,,Inactive,0,0,0,nan,nan,0
,"São Paulo, SP, Brasil",,0,2021-01-12 20:26:51.7171076,,Inactive,0,0,0,-23.5505199,-46.6333094,0
,,,0,2021-01-12 20:31:03.2028469,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-12 23:25:45.1836412,,Inactive,0,0,0,nan,nan,0
"Olá, pessoal. Quarto individual para aluguel na Praça da Bandeira com entrada a partir do dia 15/01. A casa é mobiliada e está no melhor local para acesso a variadas linhas de ônibus, trem (7min) e metrô (14min).

O bairro tem grande variedade de comércio (2 supermercados, farmácias, padarias, restaurantes, bares, etc).

O quarto que está vago é o menor dos três da casa (não é dependência), tem cama com colchão e um hack, possui janela, boa ventilação e é um pouco maior do que as fotos mostram.


Samuel e eu somos estudantes concluintes? & acima de tudo concurseiros e precisamos de alguém responsável pra vir morar conosco :) A nossa vila é super familiar e um ótimo lugar pra viver! 

Isso sem falar no nosso quintalzinho que breve breve vai receber a hortinha",Rio-de-Janeiro,[QUARTO INDIVIDUAL] [PRAÇA DA BANDEIRA] [R$ 650] ,650,2021-01-13 01:04:37.3470021,2021-01-15 17:22:13.6205616,Deleted,0,437,0,-22.9068467,-43.1728965,0
"ALUGO apartamento recém-reformado de 1 dormitório, pequena sala, cozinha e banheiro. Andar alto e de fundos. Silencioso, luminoso, com portaria bonita e super bem localizado, perto de tudo: bancos, supermercados, feiras, academias, vasto comércio e muitas opções de transporte. Cabe máquina de lavar.
Direto com o proprietário. Aceito 3 meses de Depósito em Garantia. Aluguel no valor de R$ 900,00. Condomínio 400,00 aproximadamente.
Para marcar: whatsap (21) 99674-5209 ou ligue para (21) 2232-3267. Disponibilidade imediata!","Rua Riachuelo - Centro, Rio de Janeiro - Estado de Río de Janeiro, Brasil","1 dormitório - Lapa, Centro, Rio de Janeiro",900,2021-01-13 01:06:32.8044307,2021-01-13 01:11:58.0988795,Published,0,1015,1,-22.9149302,-43.1868086,0
,,,0,2021-01-13 20:32:18.7406561,,Inactive,0,0,0,nan,nan,0
,Rio-de-Janeiro,,0,2021-01-14 02:10:53.9638075,,Inactive,0,0,1,-22.9068467,-43.1728965,0
,Rio-de-Janeiro,,0,2021-01-14 03:15:42.6300510,,Inactive,0,0,1,-22.9068467,-43.1728965,0
,Rio-de-Janeiro,,0,2021-01-14 13:40:23.9520445,,Deleted,0,0,0,-22.9068467,-43.1728965,0
,,,0,2021-01-14 20:32:34.3238940,,Inactive,0,0,1,nan,nan,0
"Procura por um lugar super tranquilo para morar? Venha conhecer! Tenho referências! 1 quarto individual com 14mt² disponível para entrada em fevereiro. Venha morar num lugar super tranquilo e silencioso num ambiente familiar com pessoas do bem! Casa com entrada independente, 3 ótimos quartos individuais (somente 1 disponível agora). Área verde! 🌳🌿🍃 2 banheiros para 3 pessoas, corredores amplos, cozinha com geladeira, fogão, microondas, armários novos, lavanderia conjugada com espaço para máquina de lavar. Excelente local, vizinhança tranquila! Rua policiada. Não precisa pegar ônibus para UFF Farmácia e Veterinária. Espaço para apenas 3 pessoas (sem aquela aglomeração de repúblicas). Posso alugar vaga de garagem. É na Rua Martins Torres no bairro Jardim Sta Rosa, próximo ao colégio Salesianos e R. Vereador Duque Estrada. Ônibus na porta para Jardim Icaraí, Icaraí e Centro, e próximo para o Rio e Região Oceânica. Vários comércios: Padaria, restaurante, delicatessen, Mestre do Suco, Hamburgueria, comida japonesa, hortifrúti, barbearia, mercadinho, bar, etc. Perto Supermercado Mundial. Valor: R$850,00, incluídos luz, água, gás, IPTU, Wifi 120mb (roteador exclusivo para os inquilinos). Moradia somente para pessoas do bem e organizadas! Agende sua visita e reserve (estou selecionando o futuro morador)! Obs.: Não tenho preconceitos raciais, de gêneros ou políticos, se você é uma pessoa do bem, de bom convivência e organizada é isso que procuro. Quero é PAZ para todos os moradores! Dispenso dependentes químicos. Obrigado! Fique bem! Marcelo Moura.","Rua Martins Torres - Santa Rosa, Niterói - RJ, Brasil",1 quarto individual com 14mt² disponível para entrada em fevereiro em Santa Rosa - Niterói.,850,2021-01-14 23:19:58.7251145,2021-01-14 23:47:51.7828946,Published,0,877,0,-22.8988681,-43.0908267,0
,"Rio-de-Janeiro, Baixo Vidigal",,0,2021-01-15 02:57:53.3461767,,Inactive,0,1,1,-22.9945157,-43.2378333,0
,,,0,2021-01-15 15:22:55.0237759,,Inactive,0,1,0,nan,nan,0
,"Rua Inácio Bezerra de Menezes - Santa Rosa, Niterói - Rio de Janeiro, Brasil",,0,2021-01-16 10:35:02.1108903,,Inactive,0,1,0,-22.8975071,-43.0877272,0
,,,0,2021-01-16 14:37:15.0506991,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-16 15:20:45.7070341,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-17 14:31:04.2387663,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-17 20:06:07.7514718,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-18 13:26:13.7625660,,Inactive,0,0,1,nan,nan,0
,"Rua Presidente Pedreira - Ingá, Niterói - RJ, Brasil",,0,2021-01-18 14:03:21.3620131,,Inactive,0,0,1,-22.9035394,-43.1248961,0
,,,0,2021-01-18 16:10:05.2725109,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-19 15:43:38.6552914,,Inactive,0,0,1,nan,nan,0
,,,0,2021-01-19 19:43:45.0222666,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-19 21:28:49.9574396,,Inactive,0,0,0,nan,nan,0
"
POR FAVOR CHAMAR NO ZAP PARA MAIORES  INFORMAÇÕES 11 947740988 

Já incluso agua, luz, internet e gas.

Do lado do Metro Barra Funda 
5 minutos andando para a estação de trem Água Branca 
Condomínio fechado 
* Quarto compartilhado mobiliado
*antena tv digital HD
*ambiente tranquilo e silencioso
*academia no condomínio e elevadores 
*WiFi incluso ja
* Acesso a cozinha e sala mobiliada

Agende uma visita com Thiago
(11) 94774-0988 (zap) ","Barra Funda, São Paulo - SP, Brasil",Quarto compartilhado na Barra Funda ( a pé para o metro e estação de trem )- R$ 400 Mensal  ,400,2021-01-20 08:54:31.7287388,2021-01-20 18:46:17.9702141,Published,0,464,1,-23.5291923,-46.6609986,0
,Rio-de-Janeiro,,0,2021-01-20 13:28:53.5367125,,Inactive,0,0,0,-22.9068467,-43.1728965,0
,Rio-de-Janeiro,,0,2021-01-20 14:16:46.9653373,,Deleted,0,0,0,-22.9068467,-43.1728965,0
,Rio-de-Janeiro,,0,2021-01-20 14:19:01.3078462,,Deleted,0,0,0,-22.9068467,-43.1728965,0
,Rio-de-Janeiro,,0,2021-01-20 15:43:30.4663883,,Deleted,0,0,0,-22.9068467,-43.1728965,0
"💃💃🏳️‍🌈[VAGAS COMPARTILHADAS FEMININA]
[SANTA CECÍLIA] 💃💃🏳️‍🌈

Venha mora em nosso ap, quartos grandes compartilhados localizado na região centro de SP.

O apê tem 2 banheiros, área de serviço, cozinha e sala grandes. Todo mobiliado 
com geladeira, máquina de lavar 11kg, microondas, fogão e armários individuais.
Só precisa trazer as #Brusinhas👚👚👗👗👛👛🌈🌈
O nosso Apartamento está todo mobiliado, 
são dois quartos enormes compartilhado
São 7 cômodos bem espaçosos.

#Aluguel R$ 490,00. 
#INCLUSO: ÁGUA,GAS,É LIMPEZA UMA VEZ POR SEMANA, DIVIDIMOS SOMENTE A LUZ E INTERNET.

 O Apartamento fica 5 minutos entre a Estação Metrô Santa Cecília e a famosa Avenida São João,dando acesso a várias lugares como faculdade,feira aos domingos, supermercado, bancos, hospitais e metrô,acesso andando ou de transporte público para as regiões da #Consolação, #Augusta, #Paulista,#Sé, #República #Anhangabaú e afins?.

TODOS OS QUARTOS SOMENTE COMPARTILHADOS✅
#Somente #mulheres✅✅🌈🌈
Whatsapp 011963006127
https://wa.me/message/XE2MMAMUUQLWC1","São Paulo, SP, Brasil",MORADIA FEMININA REPÚBLICA SANTA CECÍLIA,540,2021-01-20 17:01:46.7135611,,Inactive,0,0,1,-23.5505199,-46.6333094,0
quarto mobiliado em residência com vaga para moto local seguro e tranquilo com todas as contas inclusas  ,"São Paulo, SP, Brasil",quarto mobiliado ,850,2021-01-20 17:30:19.6384023,2021-01-20 17:35:46.8228731,Published,0,612,0,-23.5505199,-46.6333094,2
"
POR FAVOR CHAMAR NO ZAP PARA AGENDAR UMA VISITA  11 947740988 

Quarto individual  e mobiliado  - R$ 250,00 Mensal 
Já incluso agua, luz, internet e gas.
Do lado do Metro Vila Uniao ( linha prata)

* Quarto Individual mobiliado
*antena tv digital HD
*ambiente tranquilo e silencioso
*com pia dentro e lavanderia externa
*sistema de câmeras com gravação 24hs
*sensores de luz no corredor
*Portão sempre fechado 
*WiFi incluso ja
* Acesso a cozinha e sala mobiliada

Agende uma visita com Thiago
(11) 94774-0988 (zap) ","Vila União - V.p. - Sapopemba, São Paulo - SP, Brasil","Quarto individual R$ 250,00 Metrô Vila União (Jardim Grimalde)",250,2021-01-20 18:47:00.6265865,2021-01-20 18:52:22.2695995,Published,0,680,0,-23.6033846,-46.5145321,0
"POR FAVOR CHAMAR NO ZAP PARA MAIORES  INFORMAÇÕES 11 947740988 

Quarto compartilhado e mobiliado  - R$ 150 mensalidade 
Já incluso agua, luz, internet e gas. 
Do lado do Metro Vila Uniao ( linha prata)

* Quarto compartilhado mobiliado
*antena tv digital HD
*ambiente tranquilo e silencioso
*com pia dentro e lavanderia externa
*sistema de câmeras com gravação 24hs
*sensores de luz no corredor
*Portão sempre fechado 
*WiFi incluso ja
* Acesso a cozinha e sala mobiliada

Agende uma visita com Thiago
(11) 94774-0988 (zap) ","Vila União - Avenida Professor Luiz Ignácio Anhaia Mello - Vila Divina Pastora, São Paulo - SP - Parque Luis Mucciolo, São Paulo - SP, Brasil"," Quarto compartilhado R$ 150,00 Metrô Vila União (Jardim Grimalde)",150,2021-01-20 18:52:38.0070725,2021-01-20 19:00:44.4921186,Published,0,567,0,-23.6026893,-46.515636,0
,,,0,2021-01-21 11:59:31.1981557,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-21 14:51:58.1340386,,Inactive,0,0,1,nan,nan,0
,Rio-de-Janeiro,,0,2021-01-21 19:14:32.9519699,,Deleted,0,0,0,-22.9068467,-43.1728965,0
,,,0,2021-01-22 10:36:33.8496539,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-22 10:37:07.2028090,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-22 17:41:27.9086293,,Inactive,0,0,1,nan,nan,0
,,,0,2021-01-23 13:05:27.9160728,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-23 20:53:08.0084172,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-23 21:38:22.1479674,,Deleted,0,0,0,nan,nan,0
"Estou alugando quarto em Copacabana na sa ferreira, perto do metrô.
Quarto são grandes e já está incluso condomínio, gás aluguel, internet e água","Rua Sá Ferreira - Copacabana, Rio de Janeiro - RJ, Brasil",Alugo quarto em Copacabana,1200,2021-01-23 21:40:19.5433806,2021-01-23 21:51:57.9936126,Published,0,748,1,-22.9811963,-43.1925377,0
"
Olá pessoal , tudo bem?
Tenho vagas disponíveis em uma República situada na Real Grandeza Botafogo..
3 vagas na suíte feminina.
1 vaga no quarto masculino.
Casa totalmente mobiliada , com net e Tv grátis !
Pode lavar , cozinhar e passar..
Ambiente totalmente amigável , as pessoas que moram aqui são de bom convívio ...
Mais informações chamar no WhatsApp📲 (21)965248792 falar com Nádia .","Botafogo, Rio de Janeiro - RJ, Brasil",Vagas de quartos Em BOTAFOGO RJ,500,2021-01-23 21:44:57.8867844,2021-01-24 02:37:46.1505109,Published,0,882,0,-22.9511931,-43.1807842,0
"
Olá pessoal , tudo bem?
Tenho vagas disponíveis em uma República situada na Real Grandeza Botafogo..
3 vagas na suíte feminina.
1 vaga no quarto masculino.
Casa totalmente mobiliada , com net e Tv grátis !
Pode lavar , cozinhar e passar..
Ambiente totalmente amigável , as pessoas que moram aqui são de bom convívio ...
Mais informações chamar no WhatsApp📲 (21)965248792",Rio-de-Janeiro,Vagas em Botafogo ,500,2021-01-23 21:56:32.6559410,,Inactive,0,1,0,-22.9068467,-43.1728965,0
"Alugo um quarto na Praça da Bandeira. Com cama de casal guarda roupa embutido ventilador tv comodas ar condicionado opcional. Cozinha com geladeira microondas e fogao. Máquina de lavar roupas. Procura por pessoas para somar que tenha bom senso, organizada limpa, e economica.  Predio com toda segurança cameras. Bairro com todo comercio. Transporte para todos os Bairros inclusive metro estação Estácio a uma quadra. Valor do Aluguel 600 contas dividas. Zap 988643143 valor casal a combinar",Rio-de-Janeiro,Alugo quarto individual ou casal na Praça da Bandeira,600,2021-01-24 17:53:46.6258230,,Inactive,0,1,1,-22.9068467,-43.1728965,0
,,,0,2021-01-25 12:09:04.8181942,,Inactive,0,1,0,nan,nan,0
,,,0,2021-01-25 12:43:32.1051713,,Inactive,0,1,1,nan,nan,0
,,,0,2021-01-25 12:47:34.9248422,,Inactive,0,1,0,nan,nan,0
,Rio-de-Janeiro,,0,2021-01-25 13:15:55.9530248,,Inactive,0,1,0,-22.9068467,-43.1728965,0
,,,0,2021-01-25 14:36:35.6261322,,Inactive,0,1,0,nan,nan,0
,,,0,2021-01-25 14:48:22.4043027,,Inactive,0,1,0,nan,nan,0
,,,0,2021-01-25 20:00:11.6711812,,Inactive,0,1,0,nan,nan,0
,"São Paulo, SP, Brasil",,0,2021-01-25 20:50:37.4795349,,Inactive,0,1,1,-23.5505199,-46.6333094,0
,,,0,2021-01-26 01:37:44.6668542,,Inactive,0,1,1,nan,nan,0
"Alugo suite independente, próximo a faculdade UFRJ.
Na vila benjamin constant,na URca.
Rua: Doutor Xavier Sigauld, 215.
A 15 min da praia de Copacabana e da praia vermelha.
Ônibus metrô na porta e variedades de ônibus.
Próximo ao Rio Sul",Rio-de-Janeiro,Aluga-se suite independente,1500,2021-01-26 01:46:52.7356901,,Inactive,0,1,0,-22.9068467,-43.1728965,0
,Rio-de-Janeiro,,0,2021-01-26 16:18:08.5296628,,Inactive,0,1,0,-22.9068467,-43.1728965,0
"MARACANÃ FAMILIAR -  SO MOÇAS - Tudo incluído!
LINDO E NOVO VOCÊ VAI AMAR MORAR, ótimo ambiente, apartamento silencioso e iluminado. 
Quartos exclusivamente individuais com chave só sua! Perto Metro Maracanã, SuperVia, supermercado, restaurantes, academia de ginástica, perto da UERJ e da UVA.
Quarto com cama de casal, armário, estante, escrivaninha, frigobar, ar condicionado, Smart LED TV 32” , lençóis e toalhas. 
Wifi fibra ótica 300 mg.
Lave e cozinhe quando quiser!
Todo mobiliado e decorado, cozinha equipada, área com maquina de lavar e faxina semanal.
Garagem própria. 
Segurança em prédio com porteiro.
Caução devolvida no final de 1.000.

a 300 metros
1 supermercado
1 hortifruti
3 academias
1 deli
4 restauranes
1 padaria
5 bares



","Maracanã, Rio de Janeiro - RJ, Brasil",QUARTO INDIVIDUAL com chave,1200,2021-01-28 16:20:29.9447178,2021-01-28 16:36:20.1725168,Published,0,932,0,-22.9123207,-43.2265479,1
"INDIVIDUAL PARA MOÇAS
SILENCIOSO, FAMILIAR, VOCE VAI GOSTAR, arejado e fica na esquina do comercio e transportes e perto da Praça Saens Pena e do metro. Privacidade total em quartos exclusivos e com chave, ideal para quem quer estudar e trabalhar, as demais áreas do apartamento são compartilhados e completamente mobiliado e com faxina. Wifi fibra ótica 100 megas
Quarto com cama de casal, armário, estante, escrivaninha, ventilador de teto, Smart tv 24 polegadas , lençóis, toalhas.
E nas áreas comuns, sala mobiliada, cozinha equipada com tudo, e área com maquina de lavar.
Caução devolvida no final R$ 1.000,00 
Quando você quiser visitar é só me falar.
Mya
21 993443402 (whatsapp)
","Tijuca, Rio de Janeiro - RJ, Brasil",TIJUCA - QUARTO INDIVIDUAL com chave,1000,2021-01-28 16:39:20.6708510,2021-01-28 16:52:47.7070995,Published,0,930,0,-22.9325728,-43.2410248,0
"TIJUCA SO PARA MOÇAS  - tudo incluído!
Quarto individual com chave só sua! As demais dependências de uso compartilhado com só 2 pessoa, com faxina semanal.
Otima localização, meio quarteirão do metro, no Largo da Segunda feira, com supermercado, restaurantes e lojas. Otimo ambiente para Home Office.
Seguranca total com porteiro 24hs.
Fibra wi-fi  150 Mg em toda a casa.
Apartamento todo mobiliado, cozinha equipada, e área com maquina de lavar.
Cozinhe e lave quando quiser!
Caução devolvida no final R$ 1.000.
21 99344 3402 (somente  whatsapp)

a 300 metros
1 supermercado
1 hortifruti
3 academias
12 restauranes
1 padaria
4 bares
","Tijuca, Rio de Janeiro - RJ, Brasil",TIJUCA - UM QUARTO PRA CHAMAR DE LAR,1200,2021-01-28 16:53:04.9097227,2021-01-28 17:02:18.1755517,Deleted,0,533,0,-22.9325728,-43.2410248,0
,,,0,2021-01-28 22:32:45.3739262,,Inactive,0,0,1,nan,nan,0
"Um espaço para viver, conviver com Sol Saúde Amizade. Oportunidade especial para a Nova Temporada Casa Tucuna 2021.
Próximo ao metro Vila Madalena
Estamos oferecendo 2 quartos > 2 vagas.
Quarto Cafofo 900 + 400 (custos comuns)
Quarto Berinjela 1.200 + 400 (custos comuns)
Informações inbox ou pelo grupo abaixo:
https://www.facebook.com/groups/casatucuna","Pompeia, São Paulo - State of São Paulo, Brazil",Quarto em Co-nutri: Casa na Pompéia,1300,2021-01-29 15:18:26.6430646,2021-01-29 15:31:05.7946517,Published,0,557,0,-22.1007393,-50.1858252,0
,,,0,2021-01-29 17:07:21.0167384,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-29 18:20:41.1437481,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-31 04:09:01.1581406,,Inactive,0,0,1,nan,nan,0
"QUARTO_V.OLIMPIA_APENAS_R$1150


Quartos e suítes reformadas e mobiliadas, com cama de casal  p/ 1 pessoa em uma casa na Vila Olímpia a partir de R$990 mês.

Local Estratégico:
☑️Metrô, CPTM, Pq. Ibirapuera, Shoppings (Ibirapuera, Vila Olímpia, Jk, Pq. Do povo (caminhando) e aeroporto de Congonhas de carro a 10min , supermercados, academias, bares, baladas, teatros,, farmácia, restaurante, faculdades (Anhembi, Insper, FMU), ponto de ônibus, estação de bicicleta Itaú (Ao lado), hospital, centro econômico e muito mais.
☑️É um lar com regras, organizada e de ótima energia!
☑️Rua Henrique de Carvalho Vila Olímpia.
☑️Procura-se pessoas organizadas, trabalhadores, conscientes e responsáveis.
Agende uma visita.

(11) 948884382
(12) 982559204 ( Whats app)
","Rua Henrique de Carvalho - Vila Olímpia, São Paulo - SP, Brasil",QUARTO NA VILA OLIMPIA,1150,2021-01-31 14:47:52.8065321,2021-01-31 14:54:32.4118543,Published,0,729,0,-23.6030849,-46.6785719,0
,,,0,2021-01-31 23:34:13.0405774,,Inactive,0,0,1,nan,nan,0
,"São Paulo, SP, Brasil",,0,2021-02-01 10:19:25.8391963,,Inactive,0,0,0,-23.5505199,-46.6333094,0
,,,0,2021-02-01 16:08:22.6471544,,Inactive,0,0,0,nan,nan,0
,,,0,2021-02-01 18:03:55.9911185,,Inactive,0,0,0,nan,nan,0
,,,0,2021-02-02 12:05:00.8171702,,Inactive,0,0,1,nan,nan,0
"Apartamento Sala e Quarto em Condomínio Fechado em JPA

Alugo quarto e sala no Cond. Edif. Lagoa Azul (ESPIGÃO), localizado ao lado do RIOCENTRO. Av. Canal do Rio Caçambê, 510 BL.02 

Edifício com elevador, portaria 24hs, vaga de garagem, Area de lazer.

Apartamento no 8º. andar, com piso frio, armários na cozinha, com 38m².

No quarto tem acesso para ar condicionado na parede.

Banheiro com aquecedor a gás.

Area de serviço com tanque e espaço para maquina de lavar integrada a cozinha.

Pronto para morar.

Condomínio e IPTU incluso no valor do aluguel
Valor: R$ 1.350,00",Rio-de-Janeiro,Apartamento quarto e sala próximo Rio Centro,1350,2021-02-02 15:59:11.2733481,2021-02-02 16:07:49.3801413,Published,0,886,0,-22.9068467,-43.1728965,0
,,,0,2021-02-02 23:06:39.3639483,,Inactive,0,0,0,nan,nan,0
"Quartos exclusivamente individuais com chave pessoal única, e as demais dependências de uso compartilhado com faxineira. Perto Metro Maracanã, SuperVia, supermercado, restaurantes, academia de ginástica, perto da UERJ e da UVA.
Quarto com cama de casal, frigobar, ar condicionado, Smart LED TV 32” (!) , armário, estante, escrivaninha, lençóis e toalhas. Internet wi-fi fibra 200 mg de 2 operadoras em toda a casa. NUNCA SEM SINAL!!!!
Apartamento todo mobiliado, cozinha equipada, e área com maquina de lavar.
Quarto com cama de casal: R$ 1.000,00, tudo incluso. 
Lave e cozinhe quando quiser, áreas comuns partilhadas, sala mobiliada, cozinha equipada com tudo, área com maquina de lavar, e faxina semanal.
Caução DEVOLVIDA no fim de R$ 1.000,00.
A 300m
1 supermercado
1 hortifruti
3 academias
4 restaurantes
2 cabeleireiros
5 bares
",Rio-de-Janeiro,SUITE SO SUA,1200,2021-02-08 13:56:42.0881190,2021-02-08 14:01:27.8943833,Published,0,747,1,-22.9068467,-43.1728965,1
"🏳️‍🌈 ALUGO QUARTO MOBILIADO INDIVIDUAL PARA MARÇO - APARTAMENTO EM IPANEMA
🏳️‍🌈 LOCAL LGBT FRIENDLY - SEM PRECONCEITOS, SÃO BEM-VINDOS!

O apartamento fica a uma quadra da praia e a uma quadra da Estação Nossa Senhora da Paz do Metrô.
O quarto possui cama de casal e roupeiro.

No apartamento moram 3 pessoas.

Não há regras malucas, mas sempre vale o bom senso.

Preferências por pessoas que vão ficar por longo tempo (Trabalho e estudos)

DISPONIBILIDADE A PARTIR DE 05 DE MARÇO.

VALOR DO ALUGUEL DO QUARTO:
1 Pessoa (Solteiro): R$ 1.500 + Luz dividido entre os moradores.
2 Pessoas (Casal): R$ 2.000 + Luz dividido entre os moradores.

Água, Gás, Internet e TV a cabo inclusos.

MAIS INFORMAÇÕES PELO WHATSAPP: (21) 97533.5902","Rua Prudente de Morais - Ipanema, Rio de Janeiro - RJ, Brasil",Aluguel de Quarto Mobiliado 🏳️‍🌈,1500,2021-02-11 21:44:25.8716185,2021-02-11 21:47:29.4159395,Published,0,637,1,-22.9853159,-43.2050341,0
"ALUGO 2 QUARTOS EM CASA NA TIJUCA 
Tenho 2 quartos Individuais, dá para ir andando até a praça Saens Pena, próximo a supermercados, farmácias, metrô Uruguai (4 ruas), ônibus na porta para zona norte, sul, oeste e Caxias, 10 min da Floresta da Tijuca. 
É uma casa grande (150m²), mobiliada,  possui 3 banheiros, varanda com rede , quintal, garagem, churrasqueira,  e área de serviço. O quarto externo disponível é grande (30m²), possui ante sala/varanda com rede, muito confortável, o outro é interno (25m - ar condicionado uso paga diferença conta de luz).
Aqui não há regras malucas e gostaria de alguém organizado e que considere a casa como um lar.
VALOR: R$ 1200 cada), que seria referente a divisão do aluguel com as contas (luz, gás, tv e internet 240mb) - (não exijo depósito caução)",Rio-de-Janeiro,ALUGO QUARTO INDIVIDUAL,1200,2021-02-11 23:36:56.2130954,2021-02-12 00:59:26.6593430,Published,0,699,0,-22.9068467,-43.1728965,0
